1,0.380025
9,1.3647285
13,2.1270516
17,3.363271
18,3.6223705
21,4.155844
23,4.304467
25,4.7971964
26,4.96865
28,5.208991
29,5.455251
31,5.68062
32,5.9224567
33,6.1235228
36,6.397335
37,6.628211
38,6.7820535
40,7.0548525
41,7.076524
46,7.497875
48,7.6974998
50,7.9341598
51,7.9997673
53,8.186064
54,8.262838
55,8.344631
56,8.362805
59,8.708727
62,8.866433
69,9.25888
70,9.334416
72,9.408735
81,9.719677
82,9.724867
83,9.70268
85,9.811588
86,9.6261
89,9.815533
95,9.817507
96,9.78565
98,9.825218
100,9.718043
102,9.705559
103,9.732451
104,9.622691
107,9.529532
108,9.471943
109,9.428028
110,9.308394
111,9.220854
112,9.181608
116,9.136371
118,9.054674
120,8.913541
121,8.853662
128,8.249829
129,8.201628
130,8.15098
132,8.140414
135,8.795154
137,7.6147146
138,7.5788546
139,7.5581956
140,7.510604
142,7.27921
143,7.243943
144,7.0514383
146,6.882824
148,6.6597166
151,6.399678
152,6.3116374
153,6.16372
154,5.756071
155,5.6373014
159,4.984188
161,4.577731
162,4.4063063
163,4.2628055
165,3.7248726
167,3.491991
168,3.3410873
177,0.3084293
196,0.08293359
197,0.10978782
198,0.26736385
200,0.93300515
201,1.3484629
203,1.7495368
207,1.8429718
209,1.7107477
210,1.337129
211,1.2926807
212,1.3854913
213,1.4165387
217,1.9132586
220,2.0481753
221,1.854379
225,2.155148
230,1.8410852
235,2.0462391
237,1.9490728
241,2.059362
242,2.0962088
243,2.3207624
244,2.7415206
246,2.3930295
250,2.449969
251,2.4242177
252,2.397971
255,2.4340675
256,2.93021
260,2.5313077
263,2.1293297
264,2.1476076
265,2.16884
266,2.134763
268,2.232743
271,2.4271886
272,2.357428
276,2.557465
277,2.609453
278,2.334944
279,2.3742929
282,2.7438586
284,3.3894272
289,3.909121
291,2.4037976
292,2.3220577
298,2.123413
300,2.3379047
301,2.6660798
304,2.594092
305,2.5640552
307,3.6247113
308,9.038793
310,10.663122
312,9.6499605
313,9.336469
315,9.058751
320,8.67131
324,7.6302123
326,8.413363
327,8.358897
329,7.321328
332,7.618861
336,6.654818
337,7.0880866
340,6.609668
342,6.1269045
343,6.0220947
344,5.884755
345,5.627752
347,5.2266755
349,4.9618373
350,4.8601813
351,4.5082808
355,4.0697446
356,3.9262471
358,3.4010804
359,3.1829677
362,2.5719845
363,2.2078214
366,0.287331
392,2.204207
394,2.5652833
397,3.78689
398,3.9595063
403,5.111558
406,5.452478
407,5.5668106
408,5.7502427
410,6.033623
415,6.6370826
416,6.781728
417,6.893392
418,6.8690596
419,7.12993
420,7.229609
421,7.289842
428,7.975827
430,8.19884
431,8.257177
432,8.285877
437,8.653341
439,8.759142
441,8.88739
442,8.972021
443,9.021181
444,9.0533495
445,9.112063
448,9.270063
449,9.315782
451,9.33939
453,9.461856
457,9.6107235
458,9.5861435
459,9.576284
461,9.58033
464,9.642772
465,9.657854
468,9.665373
470,9.651861
471,9.616514
472,9.664296
473,9.636881
474,9.661369
475,9.631872
477,9.562386
478,9.567021
481,9.5106535
482,9.435817
483,9.422122
484,9.388344
486,9.319792
487,9.326841
489,9.260049
492,9.103879
493,9.035136
496,8.889233
499,8.638372
501,8.632788
507,8.191411
514,7.525321
516,7.338126
519,7.191588
520,7.2364097
525,6.5859766
529,6.0043426
530,5.8374324
531,5.7310266
533,5.574527
535,5.138141
538,4.8658915
539,4.7457
541,4.263623
543,3.497584
544,3.9249752
545,3.8669353
549,2.9220636
552,2.272188
553,1.846809
554,1.0337183
555,0.37419683
577,0.021074537
578,0.044811226
579,0.07756536
580,0.13144171
581,0.17844447
588,0.28498402
590,0.33123964
591,0.41234994
593,0.39485806
594,0.39660683
595,0.45231017
597,0.46954855
598,0.4607162
600,0.5728863
602,0.59292483
603,0.66170543
604,0.76092404
605,0.8297864
606,0.79629904
607,0.884518
609,0.90760195
612,0.87432516
613,0.9116335
